sx,sz,rx,rz,t_obs
432.0,8.0,2544.0,8.0,0.852
432.0,8.0,2560.0,8.0,0.0
432.0,8.0,2576.0,8.0,0.0
432.0,8.0,2592.0,8.0,0.0
432.0,8.0,2608.0,8.0,0.0
432.0,8.0,2624.0,8.0,0.0
432.0,8.0,2640.0,8.0,0.928
432.0,8.0,2656.0,8.0,1.04
432.0,8.0,2672.0,8.0,1.048
432.0,8.0,2688.0,8.0,0.0
432.0,8.0,2704.0,8.0,0.0
432.0,8.0,2720.0,8.0,1.068
432.0,8.0,2736.0,8.0,0.96
432.0,8.0,2752.0,8.0,0.9560000000000001
432.0,8.0,2768.0,8.0,0.964
432.0,8.0,2784.0,8.0,0.972
432.0,8.0,2800.0,8.0,1.016
432.0,8.0,2816.0,8.0,1.024
432.0,8.0,2832.0,8.0,1.032
432.0,8.0,2848.0,8.0,1.1320000000000001
432.0,8.0,2864.0,8.0,1.1400000000000001
432.0,8.0,2880.0,8.0,1.1440000000000001
432.0,8.0,2896.0,8.0,0.0
432.0,8.0,2912.0,8.0,1.156
432.0,8.0,2928.0,8.0,1.164
432.0,8.0,2944.0,8.0,1.168
432.0,8.0,2960.0,8.0,0.0
432.0,8.0,2976.0,8.0,1.184
432.0,8.0,2992.0,8.0,1.196
432.0,8.0,3008.0,8.0,1.2
432.0,8.0,3024.0,8.0,1.208
432.0,8.0,3040.0,8.0,0.0
432.0,8.0,3056.0,8.0,0.0
432.0,8.0,3072.0,8.0,0.0
432.0,8.0,3088.0,8.0,0.0
432.0,8.0,3104.0,8.0,0.0
432.0,8.0,3120.0,8.0,0.0
432.0,8.0,3136.0,8.0,0.0
432.0,8.0,3152.0,8.0,1.056
432.0,8.0,3168.0,8.0,0.0
432.0,8.0,3184.0,8.0,1.124
432.0,8.0,3200.0,8.0,1.092
432.0,8.0,3216.0,8.0,1.088
432.0,8.0,3232.0,8.0,1.096
432.0,8.0,3248.0,8.0,1.108
432.0,8.0,3264.0,8.0,1.116
432.0,8.0,3280.0,8.0,1.1280000000000001
432.0,8.0,3296.0,8.0,1.1440000000000001
432.0,8.0,3312.0,8.0,1.16
432.0,8.0,3328.0,8.0,1.1520000000000001
432.0,8.0,3344.0,8.0,0.0
432.0,8.0,3360.0,8.0,0.0
432.0,8.0,3376.0,8.0,1.176
432.0,8.0,3392.0,8.0,1.184
432.0,8.0,3408.0,8.0,1.2
432.0,8.0,3424.0,8.0,1.208
432.0,8.0,3440.0,8.0,1.216
432.0,8.0,3456.0,8.0,1.212
432.0,8.0,3472.0,8.0,1.22
432.0,8.0,3488.0,8.0,1.232
432.0,8.0,3504.0,8.0,1.244
432.0,8.0,3520.0,8.0,1.256
432.0,8.0,3536.0,8.0,0.0
432.0,8.0,3552.0,8.0,0.0
432.0,8.0,3568.0,8.0,0.0
432.0,8.0,3584.0,8.0,0.0
432.0,8.0,3600.0,8.0,1.3
432.0,8.0,3616.0,8.0,1.304
432.0,8.0,3632.0,8.0,1.312
432.0,8.0,3648.0,8.0,0.0
432.0,8.0,3664.0,8.0,0.0
432.0,8.0,3680.0,8.0,0.0
432.0,8.0,3696.0,8.0,0.0
432.0,8.0,3712.0,8.0,0.0
432.0,8.0,3728.0,8.0,0.0
432.0,8.0,3744.0,8.0,0.0
432.0,8.0,3760.0,8.0,1.3920000000000001
432.0,8.0,3776.0,8.0,0.0
432.0,8.0,3792.0,8.0,0.0
432.0,8.0,3808.0,8.0,0.0
432.0,8.0,3824.0,8.0,0.0
432.0,8.0,3840.0,8.0,1.428
432.0,8.0,3856.0,8.0,1.444
432.0,8.0,3872.0,8.0,1.448
432.0,8.0,3888.0,8.0,0.0
432.0,8.0,3904.0,8.0,1.46
432.0,8.0,3920.0,8.0,0.0
432.0,8.0,3936.0,8.0,0.0
432.0,8.0,3952.0,8.0,0.0
432.0,8.0,3968.0,8.0,1.6320000000000001
432.0,8.0,3984.0,8.0,0.0
628.0,8.0,0.0,8.0,0.3
628.0,8.0,16.0,8.0,0.296
628.0,8.0,32.0,8.0,0.292
628.0,8.0,48.0,8.0,0.28400000000000003
628.0,8.0,64.0,8.0,0.276
628.0,8.0,80.0,8.0,0.272
628.0,8.0,96.0,8.0,0.264
628.0,8.0,112.0,8.0,0.256
628.0,8.0,128.0,8.0,0.252
628.0,8.0,144.0,8.0,0.244
628.0,8.0,160.0,8.0,0.23600000000000002
628.0,8.0,176.0,8.0,0.228
628.0,8.0,192.0,8.0,0.22
628.0,8.0,208.0,8.0,0.212
628.0,8.0,224.0,8.0,0.20400000000000001
628.0,8.0,240.0,8.0,0.2
628.0,8.0,256.0,8.0,0.192
628.0,8.0,272.0,8.0,0.184
628.0,8.0,288.0,8.0,0.176
628.0,8.0,304.0,8.0,0.168
628.0,8.0,320.0,8.0,0.164
628.0,8.0,336.0,8.0,0.16
628.0,8.0,352.0,8.0,0.152
628.0,8.0,368.0,8.0,0.14400000000000002
628.0,8.0,384.0,8.0,0.136
628.0,8.0,400.0,8.0,0.132
628.0,8.0,416.0,8.0,0.124
628.0,8.0,432.0,8.0,0.116
628.0,8.0,448.0,8.0,0.112
628.0,8.0,464.0,8.0,0.10400000000000001
628.0,8.0,480.0,8.0,0.096
628.0,8.0,496.0,8.0,0.088
628.0,8.0,512.0,8.0,0.084
628.0,8.0,528.0,8.0,0.076
628.0,8.0,544.0,8.0,0.07200000000000001
628.0,8.0,560.0,8.0,0.064
628.0,8.0,576.0,8.0,0.06
628.0,8.0,592.0,8.0,0.052000000000000005
628.0,8.0,608.0,8.0,0.044
628.0,8.0,624.0,8.0,0.036000000000000004
628.0,8.0,640.0,8.0,0.04
628.0,8.0,656.0,8.0,0.048
628.0,8.0,672.0,8.0,0.056
628.0,8.0,688.0,8.0,0.06
628.0,8.0,704.0,8.0,0.068
628.0,8.0,720.0,8.0,0.07200000000000001
628.0,8.0,736.0,8.0,0.076
628.0,8.0,752.0,8.0,0.084
628.0,8.0,768.0,8.0,0.088
628.0,8.0,784.0,8.0,0.096
628.0,8.0,800.0,8.0,0.10400000000000001
628.0,8.0,816.0,8.0,0.108
628.0,8.0,832.0,8.0,0.116
628.0,8.0,848.0,8.0,0.12
628.0,8.0,864.0,8.0,0.128
628.0,8.0,880.0,8.0,0.136
628.0,8.0,896.0,8.0,0.14400000000000002
628.0,8.0,912.0,8.0,0.152
628.0,8.0,928.0,8.0,0.156
628.0,8.0,944.0,8.0,0.164
628.0,8.0,960.0,8.0,0.168
628.0,8.0,976.0,8.0,0.17200000000000001
628.0,8.0,992.0,8.0,0.18
628.0,8.0,1008.0,8.0,0.188
628.0,8.0,1024.0,8.0,0.192
628.0,8.0,1040.0,8.0,0.2
628.0,8.0,1056.0,8.0,0.20400000000000001
628.0,8.0,1072.0,8.0,0.212
628.0,8.0,1088.0,8.0,0.216
628.0,8.0,1104.0,8.0,0.224
628.0,8.0,1120.0,8.0,0.232
628.0,8.0,1136.0,8.0,0.24
628.0,8.0,1152.0,8.0,0.248
628.0,8.0,1168.0,8.0,0.252
628.0,8.0,1184.0,8.0,0.26
628.0,8.0,1200.0,8.0,0.264
628.0,8.0,1216.0,8.0,0.0
628.0,8.0,1232.0,8.0,0.28
628.0,8.0,1248.0,8.0,0.28800000000000003
628.0,8.0,1264.0,8.0,0.292
628.0,8.0,1280.0,8.0,0.3
628.0,8.0,1296.0,8.0,0.308
628.0,8.0,1312.0,8.0,0.316
628.0,8.0,1328.0,8.0,0.32
628.0,8.0,1344.0,8.0,0.328
628.0,8.0,1360.0,8.0,0.336
628.0,8.0,1376.0,8.0,0.34
628.0,8.0,1392.0,8.0,0.34800000000000003
628.0,8.0,1408.0,8.0,0.352
628.0,8.0,1424.0,8.0,0.36
628.0,8.0,1440.0,8.0,0.364
628.0,8.0,1456.0,8.0,0.372
628.0,8.0,1472.0,8.0,0.376
628.0,8.0,1488.0,8.0,0.384
628.0,8.0,1504.0,8.0,0.388
628.0,8.0,1520.0,8.0,0.396
628.0,8.0,1536.0,8.0,0.4
628.0,8.0,1552.0,8.0,0.40800000000000003
628.0,8.0,1568.0,8.0,0.41200000000000003
628.0,8.0,1584.0,8.0,0.0
628.0,8.0,1600.0,8.0,0.424
628.0,8.0,1616.0,8.0,0.432
628.0,8.0,1632.0,8.0,0.436
628.0,8.0,1648.0,8.0,0.444
628.0,8.0,1664.0,8.0,0.452
628.0,8.0,1680.0,8.0,0.0
628.0,8.0,1696.0,8.0,0.0
628.0,8.0,1712.0,8.0,0.0
628.0,8.0,1728.0,8.0,0.48
628.0,8.0,1744.0,8.0,0.488
628.0,8.0,1760.0,8.0,0.492
628.0,8.0,1776.0,8.0,0.5
628.0,8.0,1792.0,8.0,0.504
628.0,8.0,1808.0,8.0,0.508
628.0,8.0,1824.0,8.0,0.512
628.0,8.0,1840.0,8.0,0.516
628.0,8.0,1856.0,8.0,0.52
628.0,8.0,1872.0,8.0,0.528
628.0,8.0,1888.0,8.0,0.532
628.0,8.0,1904.0,8.0,0.54
628.0,8.0,1920.0,8.0,0.544
628.0,8.0,1936.0,8.0,0.552
628.0,8.0,1952.0,8.0,0.556
628.0,8.0,1968.0,8.0,0.5640000000000001
628.0,8.0,1984.0,8.0,0.5680000000000001
628.0,8.0,2000.0,8.0,0.5720000000000001
628.0,8.0,2016.0,8.0,0.58
628.0,8.0,2032.0,8.0,0.584
628.0,8.0,2048.0,8.0,0.592
628.0,8.0,2064.0,8.0,0.596
628.0,8.0,2080.0,8.0,0.604
628.0,8.0,2096.0,8.0,0.608
628.0,8.0,2112.0,8.0,0.616
628.0,8.0,2128.0,8.0,0.62
628.0,8.0,2144.0,8.0,0.624
628.0,8.0,2160.0,8.0,0.0
628.0,8.0,2176.0,8.0,0.0
628.0,8.0,2192.0,8.0,0.0
628.0,8.0,2208.0,8.0,0.644
628.0,8.0,2224.0,8.0,0.648
628.0,8.0,2240.0,8.0,0.656
628.0,8.0,2256.0,8.0,0.668
628.0,8.0,2272.0,8.0,0.672
628.0,8.0,2288.0,8.0,0.68
628.0,8.0,2304.0,8.0,0.0
628.0,8.0,2320.0,8.0,0.0
628.0,8.0,2336.0,8.0,0.0
628.0,8.0,2352.0,8.0,0.7000000000000001
628.0,8.0,2368.0,8.0,0.704
628.0,8.0,2384.0,8.0,0.708
628.0,8.0,2400.0,8.0,0.0
628.0,8.0,2416.0,8.0,0.0
628.0,8.0,2432.0,8.0,0.724
628.0,8.0,2448.0,8.0,0.732
628.0,8.0,2464.0,8.0,0.0
628.0,8.0,2480.0,8.0,0.0
628.0,8.0,2496.0,8.0,0.0
628.0,8.0,2512.0,8.0,0.74
628.0,8.0,2528.0,8.0,0.744
628.0,8.0,2544.0,8.0,0.752
628.0,8.0,2560.0,8.0,0.76
628.0,8.0,2576.0,8.0,0.764
628.0,8.0,2592.0,8.0,0.772
628.0,8.0,2608.0,8.0,0.0
628.0,8.0,2624.0,8.0,0.0
628.0,8.0,2640.0,8.0,0.796
628.0,8.0,2656.0,8.0,0.812
628.0,8.0,2672.0,8.0,0.812
628.0,8.0,2688.0,8.0,0.808
628.0,8.0,2704.0,8.0,0.808
628.0,8.0,2720.0,8.0,0.8200000000000001
628.0,8.0,2736.0,8.0,0.8280000000000001
628.0,8.0,2752.0,8.0,0.8320000000000001
628.0,8.0,2768.0,8.0,0.836
628.0,8.0,2784.0,8.0,0.0
628.0,8.0,2800.0,8.0,0.848
628.0,8.0,2816.0,8.0,0.852
628.0,8.0,2832.0,8.0,0.0
628.0,8.0,2848.0,8.0,1.04
628.0,8.0,2864.0,8.0,1.048
628.0,8.0,2880.0,8.0,0.932
628.0,8.0,2896.0,8.0,0.932
628.0,8.0,2912.0,8.0,1.064
628.0,8.0,2928.0,8.0,0.9400000000000001
628.0,8.0,2944.0,8.0,0.9480000000000001
628.0,8.0,2960.0,8.0,1.088
628.0,8.0,2976.0,8.0,1.096
628.0,8.0,2992.0,8.0,1.104
628.0,8.0,3008.0,8.0,1.112
628.0,8.0,3024.0,8.0,1.12
628.0,8.0,3040.0,8.0,1.124
628.0,8.0,3056.0,8.0,0.0
628.0,8.0,3072.0,8.0,0.0
628.0,8.0,3088.0,8.0,0.0
628.0,8.0,3104.0,8.0,0.0
628.0,8.0,3120.0,8.0,0.9400000000000001
628.0,8.0,3136.0,8.0,0.9480000000000001
628.0,8.0,3152.0,8.0,0.96
628.0,8.0,3168.0,8.0,0.0
628.0,8.0,3184.0,8.0,0.0
628.0,8.0,3200.0,8.0,0.0
628.0,8.0,3216.0,8.0,0.988
628.0,8.0,3232.0,8.0,0.996
628.0,8.0,3248.0,8.0,1.004
628.0,8.0,3264.0,8.0,1.008
628.0,8.0,3280.0,8.0,1.02
628.0,8.0,3296.0,8.0,1.028
628.0,8.0,3312.0,8.0,1.04
628.0,8.0,3328.0,8.0,1.052
628.0,8.0,3344.0,8.0,1.056
628.0,8.0,3360.0,8.0,1.064
628.0,8.0,3376.0,8.0,1.076
628.0,8.0,3392.0,8.0,1.08
628.0,8.0,3408.0,8.0,1.092
628.0,8.0,3424.0,8.0,1.104
628.0,8.0,3440.0,8.0,0.0
628.0,8.0,3456.0,8.0,0.0
628.0,8.0,3472.0,8.0,1.1280000000000001
628.0,8.0,3488.0,8.0,1.1400000000000001
628.0,8.0,3504.0,8.0,1.1440000000000001
628.0,8.0,3520.0,8.0,1.156
628.0,8.0,3536.0,8.0,1.168
628.0,8.0,3552.0,8.0,0.0
628.0,8.0,3568.0,8.0,0.0
628.0,8.0,3584.0,8.0,0.0
628.0,8.0,3600.0,8.0,0.0
628.0,8.0,3616.0,8.0,0.0
628.0,8.0,3632.0,8.0,0.0
628.0,8.0,3648.0,8.0,0.0
628.0,8.0,3664.0,8.0,0.0
628.0,8.0,3680.0,8.0,0.0
628.0,8.0,3696.0,8.0,1.248
628.0,8.0,3712.0,8.0,1.256
628.0,8.0,3728.0,8.0,1.276
628.0,8.0,3744.0,8.0,1.292
628.0,8.0,3760.0,8.0,0.0
628.0,8.0,3776.0,8.0,0.0
628.0,8.0,3792.0,8.0,1.3
628.0,8.0,3808.0,8.0,0.0
628.0,8.0,3824.0,8.0,0.0
628.0,8.0,3840.0,8.0,0.0
628.0,8.0,3856.0,8.0,0.0
628.0,8.0,3872.0,8.0,0.0
628.0,8.0,3888.0,8.0,0.0
628.0,8.0,3904.0,8.0,0.0
628.0,8.0,3920.0,8.0,0.0
628.0,8.0,3936.0,8.0,0.0
628.0,8.0,3952.0,8.0,0.0
628.0,8.0,3968.0,8.0,1.544
628.0,8.0,3984.0,8.0,1.552
824.0,8.0,0.0,8.0,0.384
824.0,8.0,16.0,8.0,0.38
824.0,8.0,32.0,8.0,0.372
824.0,8.0,48.0,8.0,0.368
824.0,8.0,64.0,8.0,0.36
824.0,8.0,80.0,8.0,0.352
824.0,8.0,96.0,8.0,0.34400000000000003
824.0,8.0,112.0,8.0,0.336
824.0,8.0,128.0,8.0,0.332
824.0,8.0,144.0,8.0,0.324
824.0,8.0,160.0,8.0,0.316
824.0,8.0,176.0,8.0,0.308
824.0,8.0,192.0,8.0,0.3
824.0,8.0,208.0,8.0,0.292
824.0,8.0,224.0,8.0,0.28800000000000003
824.0,8.0,240.0,8.0,0.28
824.0,8.0,256.0,8.0,0.272
824.0,8.0,272.0,8.0,0.264
824.0,8.0,288.0,8.0,0.256
824.0,8.0,304.0,8.0,0.252
824.0,8.0,320.0,8.0,0.244
824.0,8.0,336.0,8.0,0.23600000000000002
824.0,8.0,352.0,8.0,0.232
824.0,8.0,368.0,8.0,0.22
824.0,8.0,384.0,8.0,0.212
824.0,8.0,400.0,8.0,0.20800000000000002
824.0,8.0,416.0,8.0,0.2
824.0,8.0,432.0,8.0,0.196
824.0,8.0,448.0,8.0,0.188
824.0,8.0,464.0,8.0,0.184
824.0,8.0,480.0,8.0,0.176
824.0,8.0,496.0,8.0,0.168
824.0,8.0,512.0,8.0,0.164
824.0,8.0,528.0,8.0,0.156
824.0,8.0,544.0,8.0,0.152
824.0,8.0,560.0,8.0,0.14400000000000002
824.0,8.0,576.0,8.0,0.136
824.0,8.0,592.0,8.0,0.128
824.0,8.0,608.0,8.0,0.12
824.0,8.0,624.0,8.0,0.112
824.0,8.0,640.0,8.0,0.108
824.0,8.0,656.0,8.0,0.1
824.0,8.0,672.0,8.0,0.096
824.0,8.0,688.0,8.0,0.088
824.0,8.0,704.0,8.0,0.08
824.0,8.0,720.0,8.0,0.07200000000000001
824.0,8.0,736.0,8.0,0.068
824.0,8.0,752.0,8.0,0.064
824.0,8.0,768.0,8.0,0.056
824.0,8.0,784.0,8.0,0.052000000000000005
824.0,8.0,800.0,8.0,0.044
824.0,8.0,816.0,8.0,0.04
824.0,8.0,832.0,8.0,0.04
824.0,8.0,848.0,8.0,0.044
824.0,8.0,864.0,8.0,0.052000000000000005
824.0,8.0,880.0,8.0,0.056
824.0,8.0,896.0,8.0,0.064
824.0,8.0,912.0,8.0,0.068
824.0,8.0,928.0,8.0,0.07200000000000001
824.0,8.0,944.0,8.0,0.08
824.0,8.0,960.0,8.0,0.084
824.0,8.0,976.0,8.0,0.092
824.0,8.0,992.0,8.0,0.1
824.0,8.0,1008.0,8.0,0.10400000000000001
824.0,8.0,1024.0,8.0,0.112
824.0,8.0,1040.0,8.0,0.116
824.0,8.0,1056.0,8.0,0.124
824.0,8.0,1072.0,8.0,0.132
824.0,8.0,1088.0,8.0,0.14
824.0,8.0,1104.0,8.0,0.148
824.0,8.0,1120.0,8.0,0.152
824.0,8.0,1136.0,8.0,0.16
824.0,8.0,1152.0,8.0,0.168
824.0,8.0,1168.0,8.0,0.17200000000000001
824.0,8.0,1184.0,8.0,0.176
824.0,8.0,1200.0,8.0,0.184
824.0,8.0,1216.0,8.0,0.188
824.0,8.0,1232.0,8.0,0.196
824.0,8.0,1248.0,8.0,0.2
824.0,8.0,1264.0,8.0,0.20800000000000002
824.0,8.0,1280.0,8.0,0.216
824.0,8.0,1296.0,8.0,0.22
824.0,8.0,1312.0,8.0,0.228
824.0,8.0,1328.0,8.0,0.23600000000000002
824.0,8.0,1344.0,8.0,0.24
824.0,8.0,1360.0,8.0,0.248
824.0,8.0,1376.0,8.0,0.256
824.0,8.0,1392.0,8.0,0.26
824.0,8.0,1408.0,8.0,0.268
824.0,8.0,1424.0,8.0,0.276
824.0,8.0,1440.0,8.0,0.28
824.0,8.0,1456.0,8.0,0.28800000000000003
824.0,8.0,1472.0,8.0,0.296
824.0,8.0,1488.0,8.0,0.3
824.0,8.0,1504.0,8.0,0.0
824.0,8.0,1520.0,8.0,0.316
824.0,8.0,1536.0,8.0,0.324
824.0,8.0,1552.0,8.0,0.328
824.0,8.0,1568.0,8.0,0.336
824.0,8.0,1584.0,8.0,0.34
824.0,8.0,1600.0,8.0,0.34800000000000003
824.0,8.0,1616.0,8.0,0.352
824.0,8.0,1632.0,8.0,0.36
824.0,8.0,1648.0,8.0,0.364
824.0,8.0,1664.0,8.0,0.372
824.0,8.0,1680.0,8.0,0.38
824.0,8.0,1696.0,8.0,0.384
824.0,8.0,1712.0,8.0,0.392
824.0,8.0,1728.0,8.0,0.396
824.0,8.0,1744.0,8.0,0.404
824.0,8.0,1760.0,8.0,0.40800000000000003
824.0,8.0,1776.0,8.0,0.40800000000000003
824.0,8.0,1792.0,8.0,0.41200000000000003
824.0,8.0,1808.0,8.0,0.0
824.0,8.0,1824.0,8.0,0.42
824.0,8.0,1840.0,8.0,0.428
824.0,8.0,1856.0,8.0,0.432
824.0,8.0,1872.0,8.0,0.0
824.0,8.0,1888.0,8.0,0.0
824.0,8.0,1904.0,8.0,0.452
824.0,8.0,1920.0,8.0,0.456
824.0,8.0,1936.0,8.0,0.464
824.0,8.0,1952.0,8.0,0.468
824.0,8.0,1968.0,8.0,0.47200000000000003
824.0,8.0,1984.0,8.0,0.47600000000000003
824.0,8.0,2000.0,8.0,0.48
824.0,8.0,2016.0,8.0,0.488
824.0,8.0,2032.0,8.0,0.0
824.0,8.0,2048.0,8.0,0.0
824.0,8.0,2064.0,8.0,0.504
824.0,8.0,2080.0,8.0,0.512
824.0,8.0,2096.0,8.0,0.516
824.0,8.0,2112.0,8.0,0.52
824.0,8.0,2128.0,8.0,0.0
824.0,8.0,2144.0,8.0,0.532
824.0,8.0,2160.0,8.0,0.536
824.0,8.0,2176.0,8.0,0.0
824.0,8.0,2192.0,8.0,0.0
824.0,8.0,2208.0,8.0,0.0
824.0,8.0,2224.0,8.0,0.0
824.0,8.0,2240.0,8.0,0.5640000000000001
824.0,8.0,2256.0,8.0,0.5720000000000001
824.0,8.0,2272.0,8.0,0.5760000000000001
824.0,8.0,2288.0,8.0,0.58
824.0,8.0,2304.0,8.0,0.0
824.0,8.0,2320.0,8.0,0.0
824.0,8.0,2336.0,8.0,0.604
824.0,8.0,2352.0,8.0,0.0
824.0,8.0,2368.0,8.0,0.0
824.0,8.0,2384.0,8.0,0.616
824.0,8.0,2400.0,8.0,0.62
824.0,8.0,2416.0,8.0,0.624
824.0,8.0,2432.0,8.0,0.632
824.0,8.0,2448.0,8.0,0.636
824.0,8.0,2464.0,8.0,0.64
824.0,8.0,2480.0,8.0,0.644
824.0,8.0,2496.0,8.0,0.0
824.0,8.0,2512.0,8.0,0.0
824.0,8.0,2528.0,8.0,0.652
824.0,8.0,2544.0,8.0,0.0
824.0,8.0,2560.0,8.0,0.0
824.0,8.0,2576.0,8.0,0.0
824.0,8.0,2592.0,8.0,0.0
824.0,8.0,2608.0,8.0,0.0
824.0,8.0,2624.0,8.0,0.684
824.0,8.0,2640.0,8.0,0.6920000000000001
824.0,8.0,2656.0,8.0,0.6960000000000001
824.0,8.0,2672.0,8.0,0.0
824.0,8.0,2688.0,8.0,0.0
824.0,8.0,2704.0,8.0,0.704
824.0,8.0,2720.0,8.0,0.712
824.0,8.0,2736.0,8.0,0.716
824.0,8.0,2752.0,8.0,0.72
824.0,8.0,2768.0,8.0,0.728
824.0,8.0,2784.0,8.0,0.736
824.0,8.0,2800.0,8.0,0.0
824.0,8.0,2816.0,8.0,0.0
824.0,8.0,2832.0,8.0,0.752
824.0,8.0,2848.0,8.0,0.76
824.0,8.0,2864.0,8.0,0.764
824.0,8.0,2880.0,8.0,0.764
824.0,8.0,2896.0,8.0,0.768
824.0,8.0,2912.0,8.0,0.78
824.0,8.0,2928.0,8.0,0.78
824.0,8.0,2944.0,8.0,0.788
824.0,8.0,2960.0,8.0,0.996
824.0,8.0,2976.0,8.0,1.004
824.0,8.0,2992.0,8.0,1.012
824.0,8.0,3008.0,8.0,1.02
824.0,8.0,3024.0,8.0,1.028
824.0,8.0,3040.0,8.0,1.036
824.0,8.0,3056.0,8.0,0.8280000000000001
824.0,8.0,3072.0,8.0,0.0
824.0,8.0,3088.0,8.0,0.0
824.0,8.0,3104.0,8.0,0.0
824.0,8.0,3120.0,8.0,0.0
824.0,8.0,3136.0,8.0,0.0
824.0,8.0,3152.0,8.0,0.856
824.0,8.0,3168.0,8.0,0.868
824.0,8.0,3184.0,8.0,0.876
824.0,8.0,3200.0,8.0,0.884
824.0,8.0,3216.0,8.0,0.0
824.0,8.0,3232.0,8.0,0.0
824.0,8.0,3248.0,8.0,0.0
824.0,8.0,3264.0,8.0,0.0
824.0,8.0,3280.0,8.0,0.0
824.0,8.0,3296.0,8.0,0.932
824.0,8.0,3312.0,8.0,0.9400000000000001
824.0,8.0,3328.0,8.0,0.0
824.0,8.0,3344.0,8.0,0.0
824.0,8.0,3360.0,8.0,0.0
824.0,8.0,3376.0,8.0,0.0
824.0,8.0,3392.0,8.0,0.0
824.0,8.0,3408.0,8.0,0.0
824.0,8.0,3424.0,8.0,0.0
824.0,8.0,3440.0,8.0,0.0
824.0,8.0,3456.0,8.0,0.0
824.0,8.0,3472.0,8.0,0.0
824.0,8.0,3488.0,8.0,1.028
824.0,8.0,3504.0,8.0,1.036
824.0,8.0,3520.0,8.0,1.048
824.0,8.0,3536.0,8.0,1.06
824.0,8.0,3552.0,8.0,1.068
824.0,8.0,3568.0,8.0,1.072
824.0,8.0,3584.0,8.0,1.088
824.0,8.0,3600.0,8.0,1.1
824.0,8.0,3616.0,8.0,1.108
824.0,8.0,3632.0,8.0,0.0
824.0,8.0,3648.0,8.0,0.0
824.0,8.0,3664.0,8.0,1.1280000000000001
824.0,8.0,3680.0,8.0,1.1320000000000001
824.0,8.0,3696.0,8.0,1.1400000000000001
824.0,8.0,3712.0,8.0,1.1520000000000001
824.0,8.0,3728.0,8.0,1.16
824.0,8.0,3744.0,8.0,0.0
824.0,8.0,3760.0,8.0,0.0
824.0,8.0,3776.0,8.0,0.0
824.0,8.0,3792.0,8.0,0.0
824.0,8.0,3808.0,8.0,0.0
824.0,8.0,3824.0,8.0,0.0
824.0,8.0,3840.0,8.0,0.0
824.0,8.0,3856.0,8.0,0.0
824.0,8.0,3872.0,8.0,1.268
824.0,8.0,3888.0,8.0,0.0
824.0,8.0,3904.0,8.0,0.0
824.0,8.0,3920.0,8.0,0.0
824.0,8.0,3936.0,8.0,0.0
824.0,8.0,3952.0,8.0,1.324
824.0,8.0,3968.0,8.0,1.456
824.0,8.0,3984.0,8.0,1.34
1020.0,8.0,0.0,8.0,0.468
1020.0,8.0,16.0,8.0,0.46
1020.0,8.0,32.0,8.0,0.456
1020.0,8.0,48.0,8.0,0.448
1020.0,8.0,64.0,8.0,0.44
1020.0,8.0,80.0,8.0,0.436
1020.0,8.0,96.0,8.0,0.428
1020.0,8.0,112.0,8.0,0.424
1020.0,8.0,128.0,8.0,0.41600000000000004
1020.0,8.0,144.0,8.0,0.40800000000000003
1020.0,8.0,160.0,8.0,0.396
1020.0,8.0,176.0,8.0,0.392
1020.0,8.0,192.0,8.0,0.384
1020.0,8.0,208.0,8.0,0.38
1020.0,8.0,224.0,8.0,0.372
1020.0,8.0,240.0,8.0,0.364
1020.0,8.0,256.0,8.0,0.352
1020.0,8.0,272.0,8.0,0.34800000000000003
1020.0,8.0,288.0,8.0,0.34
1020.0,8.0,304.0,8.0,0.332
1020.0,8.0,320.0,8.0,0.328
1020.0,8.0,336.0,8.0,0.32
1020.0,8.0,352.0,8.0,0.312
1020.0,8.0,368.0,8.0,0.304
1020.0,8.0,384.0,8.0,0.296
1020.0,8.0,400.0,8.0,0.292
1020.0,8.0,416.0,8.0,0.28400000000000003
1020.0,8.0,432.0,8.0,0.276
1020.0,8.0,448.0,8.0,0.272
1020.0,8.0,464.0,8.0,0.264
1020.0,8.0,480.0,8.0,0.256
1020.0,8.0,496.0,8.0,0.252
1020.0,8.0,512.0,8.0,0.244
1020.0,8.0,528.0,8.0,0.23600000000000002
1020.0,8.0,544.0,8.0,0.228
1020.0,8.0,560.0,8.0,0.22
1020.0,8.0,576.0,8.0,0.212
1020.0,8.0,592.0,8.0,0.20800000000000002
1020.0,8.0,608.0,8.0,0.2
1020.0,8.0,624.0,8.0,0.192
1020.0,8.0,640.0,8.0,0.188
1020.0,8.0,656.0,8.0,0.18
1020.0,8.0,672.0,8.0,0.176
1020.0,8.0,688.0,8.0,0.168
1020.0,8.0,704.0,8.0,0.164
1020.0,8.0,720.0,8.0,0.156
1020.0,8.0,736.0,8.0,0.148
1020.0,8.0,752.0,8.0,0.14
1020.0,8.0,768.0,8.0,0.132
1020.0,8.0,784.0,8.0,0.128
1020.0,8.0,800.0,8.0,0.12
1020.0,8.0,816.0,8.0,0.112
1020.0,8.0,832.0,8.0,0.108
1020.0,8.0,848.0,8.0,0.1
1020.0,8.0,864.0,8.0,0.092
1020.0,8.0,880.0,8.0,0.088
1020.0,8.0,896.0,8.0,0.08
1020.0,8.0,912.0,8.0,0.07200000000000001
1020.0,8.0,928.0,8.0,0.068
1020.0,8.0,944.0,8.0,0.06
1020.0,8.0,960.0,8.0,0.056
1020.0,8.0,976.0,8.0,0.052000000000000005
